strain	transcript	ens_gene	ext_gene	expression	pSTR	str_genotype	genotype	STRallele
QX1794	R107.6b.1	WBGene00000549	cls-2	4.53059310517702	STR_13795	STR length	30	REF
WN2050	R107.6b.1	WBGene00000549	cls-2	4.28099773104252	STR_13795	STR length	30	REF
XZ1513	R107.6b.1	WBGene00000549	cls-2	4.40952713104883	STR_13795	STR length	30	REF
XZ1515	R107.6b.1	WBGene00000549	cls-2	3.64848482157863	STR_13795	STR length	30	REF
BRC20067	R107.6b.1	WBGene00000549	cls-2	5.24137444264148	STR_13795	STR length	13	ALT
CX11271	R107.6b.1	WBGene00000549	cls-2	4.74629044574569	STR_13795	STR length	13	ALT
CX11285	R107.6b.1	WBGene00000549	cls-2	4.93150881299504	STR_13795	STR length	13	ALT
ECA372	R107.6b.1	WBGene00000549	cls-2	4.94496841280479	STR_13795	STR length	13	ALT
ED3040	R107.6b.1	WBGene00000549	cls-2	5.09340837282446	STR_13795	STR length	13	ALT
ED3048	R107.6b.1	WBGene00000549	cls-2	5.48807867908335	STR_13795	STR length	13	ALT
ED3049	R107.6b.1	WBGene00000549	cls-2	5.06109219153741	STR_13795	STR length	13	ALT
ED3052	R107.6b.1	WBGene00000549	cls-2	4.81578690353261	STR_13795	STR length	13	ALT
GXW1	R107.6b.1	WBGene00000549	cls-2	4.78978946488868	STR_13795	STR length	13	ALT
JU1088	R107.6b.1	WBGene00000549	cls-2	5.07451112783266	STR_13795	STR length	13	ALT
JU1242	R107.6b.1	WBGene00000549	cls-2	4.57515225489924	STR_13795	STR length	13	ALT
JU1409	R107.6b.1	WBGene00000549	cls-2	4.85460470914492	STR_13795	STR length	13	ALT
JU1491	R107.6b.1	WBGene00000549	cls-2	4.79418562838901	STR_13795	STR length	13	ALT
JU2001	R107.6b.1	WBGene00000549	cls-2	5.01334789800017	STR_13795	STR length	13	ALT
JU2131	R107.6b.1	WBGene00000549	cls-2	4.75261855036715	STR_13795	STR length	13	ALT
JU2234	R107.6b.1	WBGene00000549	cls-2	4.7332454725122	STR_13795	STR length	13	ALT
JU2250	R107.6b.1	WBGene00000549	cls-2	5.00846048562844	STR_13795	STR length	13	ALT
JU2464	R107.6b.1	WBGene00000549	cls-2	5.02891906945687	STR_13795	STR length	13	ALT
JU2466	R107.6b.1	WBGene00000549	cls-2	4.95989427530813	STR_13795	STR length	13	ALT
JU2522	R107.6b.1	WBGene00000549	cls-2	5.22159944534214	STR_13795	STR length	13	ALT
JU2526	R107.6b.1	WBGene00000549	cls-2	5.02173679562294	STR_13795	STR length	13	ALT
JU2570	R107.6b.1	WBGene00000549	cls-2	4.65443514301254	STR_13795	STR length	13	ALT
JU2586	R107.6b.1	WBGene00000549	cls-2	4.93267561876568	STR_13795	STR length	13	ALT
JU2619	R107.6b.1	WBGene00000549	cls-2	4.98494211579392	STR_13795	STR length	13	ALT
JU2853	R107.6b.1	WBGene00000549	cls-2	4.62613636021147	STR_13795	STR length	13	ALT
JU3140	R107.6b.1	WBGene00000549	cls-2	4.60396231158235	STR_13795	STR length	13	ALT
JU397	R107.6b.1	WBGene00000549	cls-2	4.74249892954691	STR_13795	STR length	13	ALT
JU774	R107.6b.1	WBGene00000549	cls-2	4.70754446387288	STR_13795	STR length	13	ALT
JU775	R107.6b.1	WBGene00000549	cls-2	5.18258512944174	STR_13795	STR length	13	ALT
JU778	R107.6b.1	WBGene00000549	cls-2	5.20001665977448	STR_13795	STR length	13	ALT
JU792	R107.6b.1	WBGene00000549	cls-2	4.99865420139175	STR_13795	STR length	13	ALT
LKC34	R107.6b.1	WBGene00000549	cls-2	5.01900499863257	STR_13795	STR length	13	ALT
MY10	R107.6b.1	WBGene00000549	cls-2	5.23446060139377	STR_13795	STR length	13	ALT
NIC1	R107.6b.1	WBGene00000549	cls-2	4.97934306929285	STR_13795	STR length	13	ALT
NIC231	R107.6b.1	WBGene00000549	cls-2	4.86824377509659	STR_13795	STR length	13	ALT
NIC236	R107.6b.1	WBGene00000549	cls-2	5.06658135815754	STR_13795	STR length	13	ALT
NIC256	R107.6b.1	WBGene00000549	cls-2	5.1788316035008	STR_13795	STR length	13	ALT
NIC258	R107.6b.1	WBGene00000549	cls-2	4.4440594210439	STR_13795	STR length	13	ALT
NIC260	R107.6b.1	WBGene00000549	cls-2	4.32557216650555	STR_13795	STR length	13	ALT
NIC261	R107.6b.1	WBGene00000549	cls-2	5.08971545922681	STR_13795	STR length	13	ALT
NIC271	R107.6b.1	WBGene00000549	cls-2	4.98276916829303	STR_13795	STR length	13	ALT
NIC274	R107.6b.1	WBGene00000549	cls-2	4.15998380005619	STR_13795	STR length	13	ALT
NIC275	R107.6b.1	WBGene00000549	cls-2	4.71812436425369	STR_13795	STR length	13	ALT
NIC276	R107.6b.1	WBGene00000549	cls-2	5.1289022904732	STR_13795	STR length	13	ALT
NIC513	R107.6b.1	WBGene00000549	cls-2	4.10362477996423	STR_13795	STR length	13	ALT
NIC514	R107.6b.1	WBGene00000549	cls-2	4.91297898825941	STR_13795	STR length	13	ALT
QX1792	R107.6b.1	WBGene00000549	cls-2	4.86042019555923	STR_13795	STR length	13	ALT
QX1793	R107.6b.1	WBGene00000549	cls-2	4.96605240937578	STR_13795	STR length	13	ALT
AB1	R107.6a.1	WBGene00000549	cls-2	1.88941916055942	STR_13795	STR length	30	REF
BRC20263	R107.6a.1	WBGene00000549	cls-2	2.47727783113411	STR_13795	STR length	30	REF
CB4852	R107.6a.1	WBGene00000549	cls-2	2.55943956293187	STR_13795	STR length	30	REF
CB4856	R107.6a.1	WBGene00000549	cls-2	1.69473877947311	STR_13795	STR length	30	REF
CX11254	R107.6a.1	WBGene00000549	cls-2	3.03349403564683	STR_13795	STR length	30	REF
CX11262	R107.6a.1	WBGene00000549	cls-2	1.95830698393376	STR_13795	STR length	30	REF
CX11264	R107.6a.1	WBGene00000549	cls-2	2.54307639417189	STR_13795	STR length	30	REF
CX11276	R107.6a.1	WBGene00000549	cls-2	2.14051915278178	STR_13795	STR length	30	REF
CX11292	R107.6a.1	WBGene00000549	cls-2	2.38045769414338	STR_13795	STR length	30	REF
CX11307	R107.6a.1	WBGene00000549	cls-2	2.01297267371214	STR_13795	STR length	30	REF
CX11314	R107.6a.1	WBGene00000549	cls-2	1.71891358627596	STR_13795	STR length	30	REF
DL200	R107.6a.1	WBGene00000549	cls-2	2.01673372551072	STR_13795	STR length	30	REF
DL226	R107.6a.1	WBGene00000549	cls-2	1.86809745513831	STR_13795	STR length	30	REF
ECA189	R107.6a.1	WBGene00000549	cls-2	2.23184196073267	STR_13795	STR length	30	REF
CB4855	R107.6a.1	WBGene00000549	cls-2	1.78145738144444	STR_13795	STR length	30	REF
CB4857	R107.6a.1	WBGene00000549	cls-2	2.03937831877049	STR_13795	STR length	30	REF
CB4858	R107.6a.1	WBGene00000549	cls-2	2.02012854530127	STR_13795	STR length	30	REF
PB306	R107.6a.1	WBGene00000549	cls-2	1.7278517030919	STR_13795	STR length	30	REF
ECA349	R107.6a.1	WBGene00000549	cls-2	2.16225353662421	STR_13795	STR length	30	REF
ECA363	R107.6a.1	WBGene00000549	cls-2	2.46807938396203	STR_13795	STR length	30	REF
ECA592	R107.6a.1	WBGene00000549	cls-2	1.94249327117055	STR_13795	STR length	30	REF
ECA594	R107.6a.1	WBGene00000549	cls-2	1.68400455000858	STR_13795	STR length	30	REF
ECA703	R107.6a.1	WBGene00000549	cls-2	2.03302510798214	STR_13795	STR length	30	REF
ECA705	R107.6a.1	WBGene00000549	cls-2	1.74883530691449	STR_13795	STR length	30	REF
ECA710	R107.6a.1	WBGene00000549	cls-2	2.2933443816557	STR_13795	STR length	30	REF
ECA738	R107.6a.1	WBGene00000549	cls-2	2.29273846863817	STR_13795	STR length	30	REF
ECA743	R107.6a.1	WBGene00000549	cls-2	2.11837647356137	STR_13795	STR length	30	REF
ECA745	R107.6a.1	WBGene00000549	cls-2	2.39999424292204	STR_13795	STR length	30	REF
ECA777	R107.6a.1	WBGene00000549	cls-2	2.1992769991829	STR_13795	STR length	30	REF
ECA812	R107.6a.1	WBGene00000549	cls-2	2.60701726211312	STR_13795	STR length	30	REF
ECA923	R107.6a.1	WBGene00000549	cls-2	1.79251871933703	STR_13795	STR length	30	REF
ED3005	R107.6a.1	WBGene00000549	cls-2	2.15840629961024	STR_13795	STR length	30	REF
ED3017	R107.6a.1	WBGene00000549	cls-2	2.13270274282044	STR_13795	STR length	30	REF
ED3073	R107.6a.1	WBGene00000549	cls-2	2.02966630990853	STR_13795	STR length	30	REF
ED3077	R107.6a.1	WBGene00000549	cls-2	2.18185969925828	STR_13795	STR length	30	REF
EG4347	R107.6a.1	WBGene00000549	cls-2	2.23533194443383	STR_13795	STR length	30	REF
EG4724	R107.6a.1	WBGene00000549	cls-2	2.30133877010326	STR_13795	STR length	30	REF
EG4946	R107.6a.1	WBGene00000549	cls-2	2.09091340668127	STR_13795	STR length	30	REF
JT11398	R107.6a.1	WBGene00000549	cls-2	1.41842789165814	STR_13795	STR length	30	REF
JU1172	R107.6a.1	WBGene00000549	cls-2	2.32242642038293	STR_13795	STR length	30	REF
JU1200	R107.6a.1	WBGene00000549	cls-2	1.62691604342321	STR_13795	STR length	30	REF
JU1212	R107.6a.1	WBGene00000549	cls-2	1.963173240103	STR_13795	STR length	30	REF
JU1246	R107.6a.1	WBGene00000549	cls-2	1.90052881267015	STR_13795	STR length	30	REF
JU1395	R107.6a.1	WBGene00000549	cls-2	1.84988224077042	STR_13795	STR length	30	REF
JU1440	R107.6a.1	WBGene00000549	cls-2	1.85729913318167	STR_13795	STR length	30	REF
JU1530	R107.6a.1	WBGene00000549	cls-2	2.64778403561859	STR_13795	STR length	30	REF
JU1543	R107.6a.1	WBGene00000549	cls-2	2.53808083320589	STR_13795	STR length	30	REF
JU1581	R107.6a.1	WBGene00000549	cls-2	1.2676537360127	STR_13795	STR length	30	REF
JU1586	R107.6a.1	WBGene00000549	cls-2	2.44233368438597	STR_13795	STR length	30	REF
JU1652	R107.6a.1	WBGene00000549	cls-2	1.78692615657037	STR_13795	STR length	30	REF
JU1666	R107.6a.1	WBGene00000549	cls-2	2.041441420267	STR_13795	STR length	30	REF
JU1792	R107.6a.1	WBGene00000549	cls-2	2.10859606780044	STR_13795	STR length	30	REF
JU1793	R107.6a.1	WBGene00000549	cls-2	2.34099831469408	STR_13795	STR length	30	REF
JU1808	R107.6a.1	WBGene00000549	cls-2	2.58223556922874	STR_13795	STR length	30	REF
JU1896	R107.6a.1	WBGene00000549	cls-2	2.07255866723678	STR_13795	STR length	30	REF
JU1934	R107.6a.1	WBGene00000549	cls-2	2.43405320119174	STR_13795	STR length	30	REF
JU2007	R107.6a.1	WBGene00000549	cls-2	2.13679491109659	STR_13795	STR length	30	REF
JU2016	R107.6a.1	WBGene00000549	cls-2	2.4775069102093	STR_13795	STR length	30	REF
JU2017	R107.6a.1	WBGene00000549	cls-2	2.14442122096441	STR_13795	STR length	30	REF
JU2106	R107.6a.1	WBGene00000549	cls-2	1.97345284977084	STR_13795	STR length	30	REF
JU2141	R107.6a.1	WBGene00000549	cls-2	2.35021855817174	STR_13795	STR length	30	REF
JU2257	R107.6a.1	WBGene00000549	cls-2	2.09789421854117	STR_13795	STR length	30	REF
JU2478	R107.6a.1	WBGene00000549	cls-2	2.05148418209445	STR_13795	STR length	30	REF
JU2513	R107.6a.1	WBGene00000549	cls-2	1.79607608095254	STR_13795	STR length	30	REF
JU2534	R107.6a.1	WBGene00000549	cls-2	2.19508524053846	STR_13795	STR length	30	REF
JU2565	R107.6a.1	WBGene00000549	cls-2	2.49353842007715	STR_13795	STR length	30	REF
JU2566	R107.6a.1	WBGene00000549	cls-2	2.40349837838843	STR_13795	STR length	30	REF
JU2572	R107.6a.1	WBGene00000549	cls-2	2.39766535659315	STR_13795	STR length	30	REF
JU2575	R107.6a.1	WBGene00000549	cls-2	2.82742160794658	STR_13795	STR length	30	REF
JU2576	R107.6a.1	WBGene00000549	cls-2	2.49541213007978	STR_13795	STR length	30	REF
JU2578	R107.6a.1	WBGene00000549	cls-2	2.30048385925661	STR_13795	STR length	30	REF
JU2581	R107.6a.1	WBGene00000549	cls-2	1.83992555654354	STR_13795	STR length	30	REF
JU2592	R107.6a.1	WBGene00000549	cls-2	2.27185590859091	STR_13795	STR length	30	REF
JU2600	R107.6a.1	WBGene00000549	cls-2	2.31597440183892	STR_13795	STR length	30	REF
JU2610	R107.6a.1	WBGene00000549	cls-2	2.37295307407668	STR_13795	STR length	30	REF
JU2811	R107.6a.1	WBGene00000549	cls-2	2.37182210863999	STR_13795	STR length	30	REF
JU2838	R107.6a.1	WBGene00000549	cls-2	2.10229002935691	STR_13795	STR length	30	REF
JU2841	R107.6a.1	WBGene00000549	cls-2	2.43503440510094	STR_13795	STR length	30	REF
JU2862	R107.6a.1	WBGene00000549	cls-2	2.11220145024311	STR_13795	STR length	30	REF
JU2866	R107.6a.1	WBGene00000549	cls-2	2.48022815283488	STR_13795	STR length	30	REF
JU2879	R107.6a.1	WBGene00000549	cls-2	2.27180356830043	STR_13795	STR length	30	REF
JU2906	R107.6a.1	WBGene00000549	cls-2	2.5105976871752	STR_13795	STR length	30	REF
JU2907	R107.6a.1	WBGene00000549	cls-2	1.59662440523271	STR_13795	STR length	30	REF
JU310	R107.6a.1	WBGene00000549	cls-2	2.08555872983826	STR_13795	STR length	30	REF
JU3128	R107.6a.1	WBGene00000549	cls-2	2.21303718814757	STR_13795	STR length	30	REF
JU3132	R107.6a.1	WBGene00000549	cls-2	2.20745332062237	STR_13795	STR length	30	REF
JU3134	R107.6a.1	WBGene00000549	cls-2	2.22417409870277	STR_13795	STR length	30	REF
JU323	R107.6a.1	WBGene00000549	cls-2	2.42111589912344	STR_13795	STR length	30	REF
JU360	R107.6a.1	WBGene00000549	cls-2	2.74967994923355	STR_13795	STR length	30	REF
JU367	R107.6a.1	WBGene00000549	cls-2	1.94880942482115	STR_13795	STR length	30	REF
JU394	R107.6a.1	WBGene00000549	cls-2	1.71300124345896	STR_13795	STR length	30	REF
JU440	R107.6a.1	WBGene00000549	cls-2	2.19913962119591	STR_13795	STR length	30	REF
JU782	R107.6a.1	WBGene00000549	cls-2	1.59879478971837	STR_13795	STR length	30	REF
JU830	R107.6a.1	WBGene00000549	cls-2	2.10179308119477	STR_13795	STR length	30	REF
JU847	R107.6a.1	WBGene00000549	cls-2	2.17227550789608	STR_13795	STR length	30	REF
KR314	R107.6a.1	WBGene00000549	cls-2	1.69828044372379	STR_13795	STR length	30	REF
MY16	R107.6a.1	WBGene00000549	cls-2	2.24408408168869	STR_13795	STR length	30	REF
MY18	R107.6a.1	WBGene00000549	cls-2	2.29375587866496	STR_13795	STR length	30	REF
MY1	R107.6a.1	WBGene00000549	cls-2	1.43674068762249	STR_13795	STR length	30	REF
MY2147	R107.6a.1	WBGene00000549	cls-2	1.51845268543501	STR_13795	STR length	30	REF
MY2212	R107.6a.1	WBGene00000549	cls-2	2.42004795646818	STR_13795	STR length	30	REF
MY2573	R107.6a.1	WBGene00000549	cls-2	2.72514187936325	STR_13795	STR length	30	REF
MY2585	R107.6a.1	WBGene00000549	cls-2	1.59045247174718	STR_13795	STR length	30	REF
MY2713	R107.6a.1	WBGene00000549	cls-2	1.91757375632117	STR_13795	STR length	30	REF
MY518	R107.6a.1	WBGene00000549	cls-2	1.91587579889313	STR_13795	STR length	30	REF
MY772	R107.6a.1	WBGene00000549	cls-2	1.78040405303834	STR_13795	STR length	30	REF
MY795	R107.6a.1	WBGene00000549	cls-2	1.86162641016138	STR_13795	STR length	30	REF
MY920	R107.6a.1	WBGene00000549	cls-2	2.14440189181787	STR_13795	STR length	30	REF
N2	R107.6a.1	WBGene00000549	cls-2	2.04863066832954	STR_13795	STR length	30	REF
NIC199	R107.6a.1	WBGene00000549	cls-2	2.11519324207475	STR_13795	STR length	30	REF
NIC207	R107.6a.1	WBGene00000549	cls-2	1.83692366201207	STR_13795	STR length	30	REF
NIC242	R107.6a.1	WBGene00000549	cls-2	2.07333041607295	STR_13795	STR length	30	REF
NIC251	R107.6a.1	WBGene00000549	cls-2	1.99969294716894	STR_13795	STR length	30	REF
NIC252	R107.6a.1	WBGene00000549	cls-2	2.00825892027886	STR_13795	STR length	30	REF
NIC255	R107.6a.1	WBGene00000549	cls-2	1.95117624969588	STR_13795	STR length	30	REF
NIC265	R107.6a.1	WBGene00000549	cls-2	1.76623610105999	STR_13795	STR length	30	REF
NIC266	R107.6a.1	WBGene00000549	cls-2	2.33561260157811	STR_13795	STR length	30	REF
NIC267	R107.6a.1	WBGene00000549	cls-2	2.35675348568088	STR_13795	STR length	30	REF
NIC268	R107.6a.1	WBGene00000549	cls-2	2.90256110334323	STR_13795	STR length	30	REF
NIC277	R107.6a.1	WBGene00000549	cls-2	2.16177842396698	STR_13795	STR length	30	REF
NIC2	R107.6a.1	WBGene00000549	cls-2	1.84431837713771	STR_13795	STR length	30	REF
NIC501	R107.6a.1	WBGene00000549	cls-2	2.15370883801011	STR_13795	STR length	30	REF
NIC511	R107.6a.1	WBGene00000549	cls-2	1.93287524903336	STR_13795	STR length	30	REF
NIC515	R107.6a.1	WBGene00000549	cls-2	1.78975881045085	STR_13795	STR length	30	REF
NIC523	R107.6a.1	WBGene00000549	cls-2	2.41229096684333	STR_13795	STR length	30	REF
NIC526	R107.6a.1	WBGene00000549	cls-2	2.46341492053001	STR_13795	STR length	30	REF
NIC527	R107.6a.1	WBGene00000549	cls-2	2.16785039787163	STR_13795	STR length	30	REF
NIC528	R107.6a.1	WBGene00000549	cls-2	1.97239778536388	STR_13795	STR length	30	REF
NIC529	R107.6a.1	WBGene00000549	cls-2	2.43798994737558	STR_13795	STR length	30	REF
PS2025	R107.6a.1	WBGene00000549	cls-2	2.28838600342969	STR_13795	STR length	30	REF
PX179	R107.6a.1	WBGene00000549	cls-2	2.22828814083799	STR_13795	STR length	30	REF
QG2075	R107.6a.1	WBGene00000549	cls-2	1.68726914890429	STR_13795	STR length	30	REF
QG556	R107.6a.1	WBGene00000549	cls-2	2.64620475848984	STR_13795	STR length	30	REF
QW947	R107.6a.1	WBGene00000549	cls-2	2.16328510263232	STR_13795	STR length	30	REF
QX1212	R107.6a.1	WBGene00000549	cls-2	2.03529827319748	STR_13795	STR length	30	REF
QX1233	R107.6a.1	WBGene00000549	cls-2	2.30579871453843	STR_13795	STR length	30	REF
QX1791	R107.6a.1	WBGene00000549	cls-2	2.07885574546233	STR_13795	STR length	30	REF
QX1794	R107.6a.1	WBGene00000549	cls-2	2.22432771300234	STR_13795	STR length	30	REF
WN2050	R107.6a.1	WBGene00000549	cls-2	1.8481847635165	STR_13795	STR length	30	REF
XZ1513	R107.6a.1	WBGene00000549	cls-2	1.89452421245367	STR_13795	STR length	30	REF
XZ1515	R107.6a.1	WBGene00000549	cls-2	2.82884671230919	STR_13795	STR length	30	REF
BRC20067	R107.6a.1	WBGene00000549	cls-2	2.26692958222256	STR_13795	STR length	13	ALT
CX11271	R107.6a.1	WBGene00000549	cls-2	2.28491733135288	STR_13795	STR length	13	ALT
CX11285	R107.6a.1	WBGene00000549	cls-2	2.60524997718846	STR_13795	STR length	13	ALT
ECA372	R107.6a.1	WBGene00000549	cls-2	2.44594204846758	STR_13795	STR length	13	ALT
ED3040	R107.6a.1	WBGene00000549	cls-2	2.44003808537036	STR_13795	STR length	13	ALT
ED3048	R107.6a.1	WBGene00000549	cls-2	2.40100530618129	STR_13795	STR length	13	ALT
ED3049	R107.6a.1	WBGene00000549	cls-2	2.13511118675564	STR_13795	STR length	13	ALT
ED3052	R107.6a.1	WBGene00000549	cls-2	1.94179559101623	STR_13795	STR length	13	ALT
GXW1	R107.6a.1	WBGene00000549	cls-2	2.64878596221243	STR_13795	STR length	13	ALT
JU1088	R107.6a.1	WBGene00000549	cls-2	2.05429201164927	STR_13795	STR length	13	ALT
JU1242	R107.6a.1	WBGene00000549	cls-2	2.48705748491487	STR_13795	STR length	13	ALT
JU1409	R107.6a.1	WBGene00000549	cls-2	2.51136421457837	STR_13795	STR length	13	ALT
JU1491	R107.6a.1	WBGene00000549	cls-2	2.590509149011	STR_13795	STR length	13	ALT
JU2001	R107.6a.1	WBGene00000549	cls-2	2.43439420899311	STR_13795	STR length	13	ALT
JU2131	R107.6a.1	WBGene00000549	cls-2	2.75605408249355	STR_13795	STR length	13	ALT
JU2234	R107.6a.1	WBGene00000549	cls-2	3.20308667378223	STR_13795	STR length	13	ALT
JU2250	R107.6a.1	WBGene00000549	cls-2	2.49143101359592	STR_13795	STR length	13	ALT
JU2464	R107.6a.1	WBGene00000549	cls-2	2.62908733477309	STR_13795	STR length	13	ALT
JU2466	R107.6a.1	WBGene00000549	cls-2	2.75496656109902	STR_13795	STR length	13	ALT
JU2522	R107.6a.1	WBGene00000549	cls-2	2.24245428498347	STR_13795	STR length	13	ALT
JU2526	R107.6a.1	WBGene00000549	cls-2	2.60179889406694	STR_13795	STR length	13	ALT
JU2570	R107.6a.1	WBGene00000549	cls-2	2.93270536464683	STR_13795	STR length	13	ALT
JU2586	R107.6a.1	WBGene00000549	cls-2	2.50973338528654	STR_13795	STR length	13	ALT
JU2619	R107.6a.1	WBGene00000549	cls-2	2.57436808983883	STR_13795	STR length	13	ALT
JU2853	R107.6a.1	WBGene00000549	cls-2	2.34943024389463	STR_13795	STR length	13	ALT
JU3140	R107.6a.1	WBGene00000549	cls-2	2.80874163133426	STR_13795	STR length	13	ALT
JU397	R107.6a.1	WBGene00000549	cls-2	2.89885526495066	STR_13795	STR length	13	ALT
JU774	R107.6a.1	WBGene00000549	cls-2	2.33459702395584	STR_13795	STR length	13	ALT
JU775	R107.6a.1	WBGene00000549	cls-2	1.92534909394775	STR_13795	STR length	13	ALT
JU778	R107.6a.1	WBGene00000549	cls-2	2.36444815108886	STR_13795	STR length	13	ALT
JU792	R107.6a.1	WBGene00000549	cls-2	2.4250494879382	STR_13795	STR length	13	ALT
LKC34	R107.6a.1	WBGene00000549	cls-2	2.02509664273837	STR_13795	STR length	13	ALT
MY10	R107.6a.1	WBGene00000549	cls-2	2.54769923720812	STR_13795	STR length	13	ALT
NIC1	R107.6a.1	WBGene00000549	cls-2	2.96352286390363	STR_13795	STR length	13	ALT
NIC231	R107.6a.1	WBGene00000549	cls-2	2.48039760673937	STR_13795	STR length	13	ALT
NIC236	R107.6a.1	WBGene00000549	cls-2	2.38058678995224	STR_13795	STR length	13	ALT
NIC256	R107.6a.1	WBGene00000549	cls-2	2.48095354899022	STR_13795	STR length	13	ALT
NIC258	R107.6a.1	WBGene00000549	cls-2	3.37995007761671	STR_13795	STR length	13	ALT
NIC260	R107.6a.1	WBGene00000549	cls-2	2.10669899493953	STR_13795	STR length	13	ALT
NIC261	R107.6a.1	WBGene00000549	cls-2	2.969222644573	STR_13795	STR length	13	ALT
NIC271	R107.6a.1	WBGene00000549	cls-2	2.1755383942086	STR_13795	STR length	13	ALT
NIC274	R107.6a.1	WBGene00000549	cls-2	2.52945782611505	STR_13795	STR length	13	ALT
NIC275	R107.6a.1	WBGene00000549	cls-2	2.53065158440108	STR_13795	STR length	13	ALT
NIC276	R107.6a.1	WBGene00000549	cls-2	2.20089613363448	STR_13795	STR length	13	ALT
NIC513	R107.6a.1	WBGene00000549	cls-2	2.23945009623773	STR_13795	STR length	13	ALT
NIC514	R107.6a.1	WBGene00000549	cls-2	2.63230950624872	STR_13795	STR length	13	ALT
QX1792	R107.6a.1	WBGene00000549	cls-2	2.85734133336122	STR_13795	STR length	13	ALT
QX1793	R107.6a.1	WBGene00000549	cls-2	2.08869347943971	STR_13795	STR length	13	ALT
AB1	F01F1.7.1	WBGene00017162	ddx-23	6.02415226991492	STR_13083	STR length	16	REF
BRC20067	F01F1.7.1	WBGene00017162	ddx-23	5.92034025491133	STR_13083	STR length	16	REF
BRC20263	F01F1.7.1	WBGene00017162	ddx-23	5.98430010624167	STR_13083	STR length	16	REF
CB4852	F01F1.7.1	WBGene00017162	ddx-23	5.84389758389642	STR_13083	STR length	16	REF
CB4856	F01F1.7.1	WBGene00017162	ddx-23	5.98059643394669	STR_13083	STR length	16	REF
CX11254	F01F1.7.1	WBGene00017162	ddx-23	5.71678626984424	STR_13083	STR length	16	REF
CX11262	F01F1.7.1	WBGene00017162	ddx-23	5.85384157113085	STR_13083	STR length	16	REF
CX11264	F01F1.7.1	WBGene00017162	ddx-23	5.76888802989871	STR_13083	STR length	16	REF
CX11276	F01F1.7.1	WBGene00017162	ddx-23	5.90130139986064	STR_13083	STR length	16	REF
CX11292	F01F1.7.1	WBGene00017162	ddx-23	5.88227220693525	STR_13083	STR length	16	REF
CX11307	F01F1.7.1	WBGene00017162	ddx-23	5.8060735704146	STR_13083	STR length	16	REF
CX11314	F01F1.7.1	WBGene00017162	ddx-23	6.02736969673229	STR_13083	STR length	16	REF
CX11315	F01F1.7.1	WBGene00017162	ddx-23	5.88422716114195	STR_13083	STR length	16	REF
DL200	F01F1.7.1	WBGene00017162	ddx-23	5.78121735284993	STR_13083	STR length	16	REF
DL226	F01F1.7.1	WBGene00017162	ddx-23	5.84709628978236	STR_13083	STR length	16	REF
DL238	F01F1.7.1	WBGene00017162	ddx-23	6.00478122496057	STR_13083	STR length	16	REF
ECA189	F01F1.7.1	WBGene00017162	ddx-23	5.63317751632158	STR_13083	STR length	16	REF
CB4855	F01F1.7.1	WBGene00017162	ddx-23	6.0901584106702	STR_13083	STR length	16	REF
CB4857	F01F1.7.1	WBGene00017162	ddx-23	5.81382820196385	STR_13083	STR length	16	REF
CB4858	F01F1.7.1	WBGene00017162	ddx-23	5.84770398439884	STR_13083	STR length	16	REF
PB306	F01F1.7.1	WBGene00017162	ddx-23	6.0181463043509	STR_13083	STR length	16	REF
ECA348	F01F1.7.1	WBGene00017162	ddx-23	5.8838959017388	STR_13083	STR length	16	REF
ECA349	F01F1.7.1	WBGene00017162	ddx-23	5.79062567473152	STR_13083	STR length	16	REF
ECA372	F01F1.7.1	WBGene00017162	ddx-23	5.89104582031903	STR_13083	STR length	16	REF
ECA592	F01F1.7.1	WBGene00017162	ddx-23	5.93446832337104	STR_13083	STR length	16	REF
ECA594	F01F1.7.1	WBGene00017162	ddx-23	5.94981001538096	STR_13083	STR length	16	REF
ECA703	F01F1.7.1	WBGene00017162	ddx-23	5.77777491954142	STR_13083	STR length	16	REF
ECA710	F01F1.7.1	WBGene00017162	ddx-23	5.838299253088	STR_13083	STR length	16	REF
ECA738	F01F1.7.1	WBGene00017162	ddx-23	5.93103947876293	STR_13083	STR length	16	REF
