transcript	pSTR	str_genotype	STR_var_exp	eQTL_Chr	eQTL_peak	eQTL_classification	eQTL_var_exp	LD	LD_level	nSTR_pheno
K08E5.1b.2	STR_14381	STR length	0.48	III	10090816	Local eQTL	0.68	0.53	Moderate LD	2
K08F11.5.2	STR_18270	STR genotype	0.36	IV	4396037	Local eQTL	0.35	0.91	High LD	2
K08F11.5.2	STR_18270	STR length	0.36	IV	4396037	Local eQTL	0.35	0.91	High LD	2
K08F8.4b.1	STR_8171	STR genotype	0.2	II	8689612	Local eQTL	0.21	0.98	High LD	2
K08F8.4b.1	STR_8171	STR length	0.2	II	8689612	Local eQTL	0.21	0.98	High LD	2
K08H10.5	STR_24333	STR genotype	0.34	V	10559210	Local eQTL	0.34	1	High LD	2
K08H10.5	STR_24333	STR length	0.34	V	10559210	Local eQTL	0.34	1	High LD	2
K09A11.1.1	STR_30536	STR genotype	0.17	X	13234907	Local eQTL	0.52	0.31	Moderate LD	4
K09A11.1.1	STR_30551	STR length	0.41	X	13234907	Local eQTL	0.52	1	High LD	4
K09A11.3.1	STR_30519	STR genotype	0.33	X	13197313	Local eQTL	0.33	1	High LD	2
K09A11.3.1	STR_30519	STR length	0.33	X	13197313	Local eQTL	0.33	0.94	High LD	2
K09A11.3.2	STR_30551	STR genotype	0.22	X	13197313	Local eQTL	0.33	0.05	Low LD	5
K09A11.3.2	STR_30519	STR length	0.31	X	13197313	Local eQTL	0.31	0.94	High LD	2
K09A9.8.1	STR_31311	STR genotype	0.16	X	15650548	Local eQTL	0.18	0.82	High LD	2
K09B11.1a.1	STR_20085	STR genotype	0.26	IV	13425227	Local eQTL	0.35	0.51	Moderate LD	2
K09B11.1a.1	STR_20085	STR length	0.26	IV	13425227	Local eQTL	0.36	0.52	Moderate LD	2
K09B11.1a.2	STR_20397	STR length	0.15	IV	13358034	Local eQTL	0.22	0.63	Moderate LD	2
K09B11.5b.1	STR_20328	STR genotype	0.06	IV	13537231	Local eQTL	0.14	0.22	Low LD	4
K09B11.5b.1	STR_20321	STR length	0.15	IV	13537231	Local eQTL	0.19	0.27	Low LD	2
K09C4.2.1	STR_28279	STR genotype	0.28	X	3306745	Local eQTL	0.21	0.22	Low LD	4
K09C4.2.1	STR_28214	STR length	0.4	X	3306745	Local eQTL	0.18	0.22	Low LD	3
K09C4.3	STR_28313	STR genotype	0.61	X	3306745	Local eQTL	0.72	0.82	High LD	2
K09C4.3	STR_28214	STR length	0.52	X	3306745	Local eQTL	0.71	0.22	Low LD	3
K09C6.8a.1	STR_21880	STR genotype	0.29	V	702347	Local eQTL	0.44	0.56	Moderate LD	2
K09C6.8a.1	STR_21756	STR length	0.26	V	702347	Local eQTL	0.45	0.49	Moderate LD	2
K09D9.13.1	STR_23048	STR genotype	0.34	V	4115447	Local eQTL	0.34	1	High LD	2
K09D9.13.1	STR_23048	STR length	0.34	V	4115447	Local eQTL	0.34	1	High LD	2
K09D9.4	STR_23048	STR genotype	0.78	V	4024278	Local eQTL	0.8	0.88	High LD	2
K09D9.4	STR_23048	STR length	0.78	V	4024278	Local eQTL	0.8	0.88	High LD	2
K09E4.3a.2	STR_10358	STR genotype	0.4	II	14123563	Local eQTL	0.45	0.31	Moderate LD	3
K09E4.3a.2	STR_10358	STR length	0.4	II	14123563	Local eQTL	0.44	0.3	Moderate LD	2
K09H11.7.1	STR_23485	STR genotype	0.17	V	5711092	Local eQTL	0.23	0.32	Moderate LD	3
K09H11.7.1	STR_23401	STR length	0.22	V	5711092	Local eQTL	0.2	0.25	Low LD	2
K09H9.8.1	STR_1804	STR genotype	0.17	I	3135376	Local eQTL	0.26	0.39	Moderate LD	2
K09H9.8.1	STR_1804	STR length	0.17	I	3135376	Local eQTL	0.26	0.39	Moderate LD	2
K10B2.3a.2	STR_7723	STR genotype	0.35	II	5697717	Local eQTL	0.35	1	High LD	2
K10B2.3a.2	STR_7723	STR length	0.35	II	5697717	Local eQTL	0.35	1	High LD	2
K10C2.14.1	STR_29156	STR genotype	0.74	X	6441359	Local eQTL	0.83	0.79	High LD	2
K10C2.14.1	STR_29156	STR length	0.74	X	6441359	Local eQTL	0.83	0.79	High LD	2
K10C3.5b.1	STR_3611	STR genotype	0.52	I	9651408	Local eQTL	0.52	1	High LD	2
K10C3.5b.1	STR_3574	STR length	0.52	I	9651408	Local eQTL	0.52	1	High LD	2
K10C9.1.1	STR_21980	STR genotype	0.09	V	976632	Local eQTL	0.22	0.22	Low LD	3
K10C9.1.1	STR_21735	STR length	0.17	V	976632	Local eQTL	0.22	0.68	Moderate LD	2
K10D11.5.1	STR_20122	STR genotype	0.52	IV	12985657	Local eQTL	0.43	0.7	High LD	2
K10D11.5.1	STR_20124	STR length	0.36	IV	12985657	Local eQTL	0.59	0.66	Moderate LD	2
K10F12.6	STR_10868	STR genotype	0.22	III	709100	Local eQTL	0.17	0.66	Moderate LD	2
K10F12.6	STR_10925	STR length	0.17	III	709100	Local eQTL	0.17	0.57	Moderate LD	2
K10G4.13	STR_25579	STR genotype	0.31	V	16817481	Local eQTL	0.29	0.72	High LD	2
K10G4.13	STR_25579	STR length	0.31	V	16817481	Local eQTL	0.29	0.72	High LD	2
K10G4.3.1	STR_25758	STR genotype	0.2	V	16856759	Local eQTL	0.21	0.35	Moderate LD	2
K10G4.3.1	STR_25758	STR length	0.2	V	16856759	Local eQTL	0.21	0.35	Moderate LD	2
K10G6.3g.1	STR_7278	STR genotype	0.2	II	4355779	Local eQTL	0.2	1	High LD	2
K10G6.3g.1	STR_7336	STR length	0.13	II	4355779	Local eQTL	0.2	0.69	Moderate LD	3
K10G6.5.1	STR_7184	STR genotype	0.2	II	4357231	Local eQTL	0.21	0.29	Low LD	2
K10G6.5.1	STR_7184	STR length	0.2	II	4357231	Local eQTL	0.21	0.29	Low LD	2
K11D12.2.2	STR_23485	STR genotype	0.18	V	5436941	Local eQTL	0.3	0.37	Moderate LD	3
K11D12.2.2	STR_23406	STR length	0.26	V	5436941	Local eQTL	0.35	0.33	Moderate LD	2
K11D2.5.2	STR_4539	STR genotype	0.19	I	12497210	Local eQTL	0.19	0.37	Moderate LD	2
K11D2.5.2	STR_4539	STR length	0.19	I	12497210	Local eQTL	0.19	0.38	Moderate LD	2
K11H12.11.1	STR_16328	STR genotype	0.05	IV	677478	Local eQTL	0.52	0.24	Low LD	3
K11H12.11.1	STR_16403	STR length	0.49	IV	677478	Local eQTL	0.45	0.11	Low LD	3
K11H12.3.1	STR_16304	STR genotype	0.27	IV	751343	Local eQTL	0.35	0.59	Moderate LD	3
K11H12.3.1	STR_16304	STR length	0.04	IV	751343	Local eQTL	0.35	0.59	Moderate LD	3
K11H12.5.1	STR_16216	STR genotype	0.17	IV	594483	Local eQTL	0.2	0.63	Moderate LD	2
K11H12.5.1	STR_16216	STR length	0.17	IV	594483	Local eQTL	0.2	0.63	Moderate LD	2
K11H12.6b.1	STR_16336	STR genotype	0.44	IV	751766	Local eQTL	0.49	0.97	High LD	3
K11H12.6b.1	STR_16403	STR length	0.18	IV	751766	Local eQTL	0.49	0.57	Moderate LD	3
K11H12.8b.1	STR_16328	STR genotype	0.06	IV	598457	Local eQTL	0.17	0.24	Low LD	3
K11H12.8b.1	STR_16328	STR length	0.17	IV	598457	Local eQTL	0.17	0.19	Low LD	2
K11H12.9d.1	STR_16330	STR genotype	0.03	IV	618300	Local eQTL	0.25	0.46	Moderate LD	3
K11H12.9d.1	STR_16373	STR length	0.23	IV	618300	Local eQTL	0.26	0.89	High LD	2
K11H3.8b.2	STR_13924	STR genotype	0.17	III	9635538	Local eQTL	0.12	0.1	Low LD	2
K11H3.8b.2	STR_13924	STR length	0.17	III	9635538	Local eQTL	0.12	0.1	Low LD	2
K12H6.12.1	STR_6632	STR genotype	0.22	II	2769983	Local eQTL	0.37	0.59	Moderate LD	2
K12H6.2.2	STR_6635	STR genotype	0.26	II	2858869	Local eQTL	0.08	0.04	Low LD	2
K12H6.2.2	STR_6635	STR length	0.26	II	2858869	Local eQTL	0.09	0.03	Low LD	2
K12H6.6a.2	STR_6552	STR genotype	0.15	II	2831547	Local eQTL	0.64	0.18	Low LD	3
K12H6.6a.2	STR_6552	STR length	0.04	II	2831547	Local eQTL	0.68	0.19	Low LD	3
K12H6.7.1	STR_6613	STR genotype	0.37	II	2783452	Local eQTL	0.37	1	High LD	2
K12H6.7.1	STR_6613	STR length	0.37	II	2783452	Local eQTL	0.37	1	High LD	2
LLC1.121	STR_20782	STR genotype	0.83	IV	14420820	Local eQTL	0.82	0.92	High LD	2
LLC1.121	STR_20782	STR length	0.83	IV	14420820	Local eQTL	0.82	0.92	High LD	2
M01B12.3.1	STR_1804	STR genotype	0.34	I	3059060	Local eQTL	0.33	0.65	Moderate LD	2
M01B12.3.1	STR_1804	STR length	0.34	I	3059060	Local eQTL	0.33	0.65	Moderate LD	2
M01B12.3.2	STR_1804	STR genotype	0.19	I	3088413	Local eQTL	0.21	0.92	High LD	2
M01B12.3.2	STR_1804	STR length	0.19	I	3088413	Local eQTL	0.21	0.92	High LD	2
M01B12.4c.1	STR_2132	STR genotype	0.16	I	3073760	Local eQTL	0.37	0.27	Low LD	2
M01B12.4c.1	STR_2132	STR length	0.16	I	3073760	Local eQTL	0.37	0.27	Low LD	2
M01D1.3.1	STR_5970	STR genotype	0.22	II	1075882	Local eQTL	0.24	0.7	High LD	2
M01D1.3.1	STR_5852	STR length	0.2	II	1075882	Local eQTL	0.22	0.81	High LD	2
M01D7.7b.1	STR_1377	STR genotype	0.2	I	1859074	Local eQTL	0.23	0.4	Moderate LD	2
M01D7.7b.1	STR_1322	STR length	0.19	I	1859074	Local eQTL	0.23	0.41	Moderate LD	2
M01E5.2.1	STR_4818	STR genotype	0.4	I	13190173	Local eQTL	0.55	0.46	Moderate LD	2
M01E5.2.1	STR_5175	STR length	0.27	I	13190173	Local eQTL	0.52	0.15	Low LD	2
M01E5.2.2	STR_4818	STR genotype	0.35	I	13190173	Local eQTL	0.49	0.46	Moderate LD	2
M01E5.2.2	STR_5175	STR length	0.26	I	13190173	Local eQTL	0.46	0.15	Low LD	2
M01F1.8a.2	STR_12591	STR genotype	0.01	III	3546565	Local eQTL	0.22	0.13	Low LD	3
M01G12.12.1	STR_4489	STR genotype	0.28	I	12153609	Local eQTL	0.28	1	High LD	2
M01G12.12.1	STR_4489	STR length	0.28	I	12153609	Local eQTL	0.28	1	High LD	2
M01G12.12.2	STR_4356	STR genotype	0.31	I	12102019	Local eQTL	0.33	0.79	High LD	2
M01G12.12.2	STR_4539	STR length	0.27	I	12102019	Local eQTL	0.32	0.78	High LD	2
M01G12.14.1	STR_4534	STR genotype	0.25	I	12070233	Local eQTL	0.42	0.47	Moderate LD	2
M01G12.14.1	STR_4534	STR length	0.25	I	12070233	Local eQTL	0.42	0.47	Moderate LD	2
M01G12.7.1	STR_4489	STR genotype	0.63	I	12153609	Local eQTL	0.63	1	High LD	2
M01G12.7.1	STR_4539	STR length	0.62	I	12153609	Local eQTL	0.67	0.75	High LD	2
M01G12.9.1	STR_4309	STR genotype	0.48	I	11942471	Local eQTL	0.49	0.88	High LD	2
M01G12.9.1	STR_4309	STR length	0.48	I	11942471	Local eQTL	0.49	0.88	High LD	2
M01G5.1.1	STR_11315	STR genotype	0.23	III	1597274	Local eQTL	0.43	0.48	Moderate LD	2
M01G5.1.1	STR_11315	STR length	0.24	III	1597274	Local eQTL	0.44	0.49	Moderate LD	2
M01G5.1.2	STR_10967	STR genotype	0.18	III	1518365	Local eQTL	0.31	0.18	Low LD	3
M01G5.3.2	STR_11011	STR genotype	0.03	III	1574493	Local eQTL	0.3	0.29	Low LD	3
M01G5.3.2	STR_11011	STR length	0.28	III	1574493	Local eQTL	0.3	0.29	Low LD	3
M01H9.2.1	STR_18254	STR genotype	0.28	IV	4396037	Local eQTL	0.26	0.8	High LD	2
M01H9.2.1	STR_18254	STR length	0.28	IV	4396037	Local eQTL	0.26	0.8	High LD	2
M02B7.1.2	STR_18007	STR genotype	0.44	IV	3794640	Local eQTL	0.44	1	High LD	2
M02B7.1.2	STR_18007	STR length	0.38	IV	3794640	Local eQTL	0.44	0.96	High LD	2
M02B7.3a.1	STR_18007	STR genotype	0.33	IV	3794640	Local eQTL	0.33	1	High LD	2
M02B7.3a.1	STR_18007	STR length	0.29	IV	3794640	Local eQTL	0.32	0.96	High LD	2
M02B7.3a.2	STR_18007	STR genotype	0.39	IV	3794640	Local eQTL	0.39	1	High LD	2
M02B7.3a.2	STR_18007	STR length	0.33	IV	3794640	Local eQTL	0.38	0.96	High LD	2
M02B7.3b.1	STR_18007	STR genotype	0.35	IV	3794640	Local eQTL	0.35	1	High LD	2
M02B7.3b.1	STR_18007	STR length	0.3	IV	3794640	Local eQTL	0.35	0.96	High LD	2
M02B7.4a.1	STR_18007	STR genotype	0.29	IV	3794640	Local eQTL	0.29	1	High LD	2
M02B7.4a.1	STR_18007	STR length	0.28	IV	3794640	Local eQTL	0.29	0.96	High LD	2
M02B7.4b.1	STR_18007	STR genotype	0.46	IV	3794640	Local eQTL	0.46	1	High LD	2
M02B7.4b.1	STR_18007	STR length	0.46	IV	3794640	Local eQTL	0.45	0.96	High LD	2
M02B7.5a.1	STR_17989	STR genotype	0.21	IV	3592479	Local eQTL	0.22	0.64	Moderate LD	2
M02B7.5a.1	STR_17989	STR length	0.21	IV	3592479	Local eQTL	0.22	0.64	Moderate LD	2
M02B7.5a.2	STR_17984	STR genotype	0.33	IV	3768166	Local eQTL	0.36	0.93	High LD	3
M02B7.5a.2	STR_17989	STR length	0.29	IV	3768166	Local eQTL	0.36	0.68	Moderate LD	2
M02B7.5d.1	STR_18007	STR genotype	0.16	IV	3794640	Local eQTL	0.16	1	High LD	2
M02B7.5d.1	STR_18007	STR length	0.17	IV	3794640	Local eQTL	0.16	0.96	High LD	2
M02D8.6.1	STR_29449	STR genotype	0.32	X	8798389	Local eQTL	0.34	0.67	Moderate LD	3
M02D8.6.1	STR_29449	STR length	0.32	X	8798389	Local eQTL	0.34	0.67	Moderate LD	3
M03B6.4.1	STR_30702	STR genotype	0.01	X	14077651	Local eQTL	0.25	0.29	Low LD	4
M03B6.4.1	STR_30702	STR length	0.1	X	14077651	Local eQTL	0.25	0.29	Low LD	4
M03C11.6.1	STR_14010	STR genotype	0.16	III	10424064	Local eQTL	0.26	0.52	Moderate LD	2
M03C11.6.1	STR_14010	STR length	0.16	III	10424064	Local eQTL	0.26	0.52	Moderate LD	2
M03C11.6.2	STR_14010	STR genotype	0.41	III	10424064	Local eQTL	0.74	0.52	Moderate LD	2
M03C11.6.2	STR_14010	STR length	0.41	III	10424064	Local eQTL	0.74	0.52	Moderate LD	2
M03F4.7a.2	STR_28840	STR genotype	0.04	X	4562158	Local eQTL	0.17	0.08	Low LD	3
M03F8.2a.1	STR_23619	STR genotype	0.39	V	5921949	Local eQTL	0.47	0.68	Moderate LD	2
M03F8.2a.1	STR_23619	STR length	0.38	V	5921949	Local eQTL	0.44	0.57	Moderate LD	2
M05D6.2.2	STR_7953	STR genotype	0.61	II	7797559	Local eQTL	0.62	0.98	High LD	2
M05D6.2.2	STR_7953	STR length	0.61	II	7797559	Local eQTL	0.62	0.98	High LD	2
M106.5.2	STR_8660	STR genotype	0.59	II	10860661	Local eQTL	0.62	0.98	High LD	2
M106.5.2	STR_8660	STR length	0.59	II	10860661	Local eQTL	0.62	0.98	High LD	2
M106.7.2	STR_8660	STR genotype	0.25	II	10860661	Local eQTL	0.25	0.98	High LD	2
M106.7.2	STR_8660	STR length	0.25	II	10860661	Local eQTL	0.25	0.98	High LD	2
M116.5.1	STR_19275	STR genotype	0.17	IV	8752110	Local eQTL	0.17	1	High LD	2
M116.5.1	STR_19275	STR length	0.16	IV	8752110	Local eQTL	0.16	1	High LD	2
M142.3	STR_14377	STR genotype	0.45	III	10924547	Local eQTL	0.48	0.69	Moderate LD	3
M142.3	STR_14377	STR length	0.29	III	10924547	Local eQTL	0.48	0.69	Moderate LD	3
M151.9	STR_6989	STR genotype	0.31	II	3621475	Local eQTL	0.66	0.08	Low LD	3
M151.9	STR_7286	STR length	0.29	II	3621475	Local eQTL	0.6	0.48	Moderate LD	2
M162.12	STR_27152	STR genotype	0.29	V	20130859	Local eQTL	0.45	0.57	Moderate LD	2
M162.12	STR_27152	STR length	0.29	V	20130859	Local eQTL	0.45	0.57	Moderate LD	2
M162.8.1	STR_27108	STR genotype	0.16	V	20130859	Local eQTL	0.23	0.48	Moderate LD	3
M162.8.1	STR_27152	STR length	0.16	V	20130859	Local eQTL	0.25	0.57	Moderate LD	2
M162.9	STR_27108	STR genotype	0.52	V	20130859	Local eQTL	0.76	0.48	Moderate LD	3
M162.9	STR_27152	STR length	0.56	V	20130859	Local eQTL	0.85	0.57	Moderate LD	2
M176.6a.1	STR_8308	STR genotype	0.64	II	9387327	Local eQTL	0.68	0.93	High LD	2
M176.6a.1	STR_8308	STR length	0.66	II	9387327	Local eQTL	0.71	0.94	High LD	2
M195.4	STR_8194	STR genotype	0.23	II	8875992	Local eQTL	0.26	0.84	High LD	2
M195.4	STR_8194	STR length	0.23	II	8875992	Local eQTL	0.26	0.84	High LD	2
M28.8.2	STR_8540	STR genotype	0.37	II	10621549	Local eQTL	0.46	0.75	High LD	2
M28.8.2	STR_8540	STR length	0.37	II	10621549	Local eQTL	0.46	0.75	High LD	2
M4.2	STR_17550	STR genotype	0.02	IV	3357610	Local eQTL	0.28	0.33	Moderate LD	4
M4.2	STR_17550	STR length	0.07	IV	3357610	Local eQTL	0.28	0.33	Moderate LD	4
M57.1.1	STR_17841	STR genotype	0.16	IV	3557485	Local eQTL	0.24	0.01	Low LD	4
M57.1.1	STR_17841	STR length	0.32	IV	3557485	Local eQTL	0.24	0.01	Low LD	3
M57.1.2	STR_17841	STR genotype	0.5	IV	3503295	Local eQTL	0.64	0.5	Moderate LD	4
M57.1.2	STR_17841	STR length	0.55	IV	3503295	Local eQTL	0.64	0.5	Moderate LD	3
M70.1a.1	STR_17178	STR genotype	0.17	IV	2237301	Local eQTL	0.18	0.79	High LD	2
MTCE.16.1	STR_21662	STR genotype	0.18	MtDNA	12584	Local eQTL	0.18	1	High LD	2
PAR2.1.1	STR_13602	STR genotype	0.24	III	8878897	Local eQTL	0.25	0.87	High LD	2
PAR2.1.1	STR_13602	STR length	0.24	III	8878897	Local eQTL	0.25	0.87	High LD	2
PDB1.1c.1	STR_29498	STR genotype	0.21	X	8022422	Local eQTL	0.21	1	High LD	2
PDB1.1c.1	STR_29352	STR length	0.2	X	8022422	Local eQTL	0.2	0.86	High LD	2
R01E6.4a.1	STR_30581	STR genotype	0.2	X	13304703	Local eQTL	0.22	0.51	Moderate LD	2
R01E6.4a.1	STR_30581	STR length	0.2	X	13304703	Local eQTL	0.22	0.51	Moderate LD	2
R02C2.6.1	STR_21684	STR genotype	0.27	V	11722	Local eQTL	0.27	1	High LD	2
R02C2.6.1	STR_21684	STR length	0.27	V	11722	Local eQTL	0.27	1	High LD	2
R02C2.8	STR_21683	STR genotype	0.43	V	1714	Local eQTL	0.43	1	High LD	2
R02C2.8	STR_21813	STR length	0.21	V	1714	Local eQTL	0.43	0.47	Moderate LD	2
R02E12.8.1	STR_28544	STR genotype	0.26	X	4136277	Local eQTL	0.26	0.74	High LD	2
R02E12.8.1	STR_28544	STR length	0.26	X	4136277	Local eQTL	0.26	0.74	High LD	2
R03D7.2.1	STR_8728	STR genotype	0.45	II	10923881	Local eQTL	0.45	1	High LD	2
R03D7.2.1	STR_8846	STR length	0.15	II	10923881	Local eQTL	0.36	0.11	Low LD	3
R03E1.1.2	STR_30730	STR genotype	0.19	X	14103573	Local eQTL	0.21	0.92	High LD	2
R03E1.1.2	STR_30730	STR length	0.19	X	14103573	Local eQTL	0.21	0.92	High LD	2
R03E9.2.1	STR_29178	STR genotype	0.29	X	6588225	Local eQTL	0.25	0.79	High LD	2
R03E9.2.1	STR_29282	STR length	0.24	X	6588225	Local eQTL	0.25	0.58	Moderate LD	2
R03G8.3.2	STR_30515	STR genotype	0	X	13125404	Local eQTL	0.45	0.08	Low LD	3
R03G8.3.2	STR_30515	STR length	0.21	X	13125404	Local eQTL	0.45	0.08	Low LD	3
R03G8.4	STR_30548	STR genotype	0.33	X	13124139	Local eQTL	0.4	0.6	Moderate LD	2
R03G8.4	STR_30519	STR length	0.27	X	13124139	Local eQTL	0.44	0.74	High LD	2
R05A10.6.1	STR_20584	STR genotype	0.26	IV	14159254	Local eQTL	0.22	0.43	Moderate LD	2
R05A10.6.1	STR_20584	STR length	0.26	IV	14159254	Local eQTL	0.22	0.43	Moderate LD	2
R05C11.2.1	STR_17087	STR genotype	0.02	IV	2030146	Local eQTL	0.82	0.34	Moderate LD	3
R05C11.2.1	STR_17087	STR length	0.42	IV	2030146	Local eQTL	0.82	0.34	Moderate LD	3
R05H10.1.2	STR_10606	STR genotype	0.34	II	14906775	Local eQTL	0.34	1	High LD	2
R05H10.1.2	STR_10606	STR length	0.34	II	14906775	Local eQTL	0.34	1	High LD	2
R05H10.2.2	STR_10543	STR genotype	0.31	II	14572783	Local eQTL	0.32	0.98	High LD	2
R05H10.2.2	STR_10543	STR length	0.31	II	14572783	Local eQTL	0.32	0.98	High LD	2
R05H10.5a.2	STR_10518	STR genotype	0.26	II	14555009	Local eQTL	0.27	0.91	High LD	3
R05H10.5a.2	STR_10518	STR length	0.32	II	14555009	Local eQTL	0.27	0.91	High LD	2
R05H10.5b.1	STR_10357	STR genotype	0.02	II	15113045	Local eQTL	0.18	0.04	Low LD	5
R05H10.5b.1	STR_10477	STR length	0.22	II	15113045	Local eQTL	0.22	1	High LD	2
R06A4.10b.1	STR_10294	STR genotype	0.42	II	14378976	Local eQTL	0.48	0.69	Moderate LD	2
R06A4.10b.1	STR_10294	STR length	0.42	II	14378976	Local eQTL	0.48	0.69	Moderate LD	2
R06B9.3.1	STR_10050	STR genotype	0.3	II	13839152	Local eQTL	0.4	0.38	Moderate LD	2
R06B9.3.1	STR_10050	STR length	0.3	II	13839152	Local eQTL	0.4	0.35	Moderate LD	2
R06B9.3.2	STR_10050	STR genotype	0.38	II	13839152	Local eQTL	0.48	0.38	Moderate LD	2
R06B9.3.2	STR_10050	STR length	0.38	II	13839152	Local eQTL	0.48	0.35	Moderate LD	2
R06C1.3a.1	STR_4546	STR genotype	0.27	I	11940016	Local eQTL	0.29	0.69	Moderate LD	2
R06C1.3a.1	STR_4546	STR length	0.27	I	11940016	Local eQTL	0.29	0.69	Moderate LD	2
R06C1.3b.1	STR_4546	STR genotype	0.18	I	12102116	Local eQTL	0.19	0.65	Moderate LD	2
R06C1.3b.1	STR_4449	STR length	0.18	I	12102116	Local eQTL	0.19	0.35	Moderate LD	2
R07B7.2a.2	STR_24584	STR genotype	0.64	V	12023320	Local eQTL	0.59	0.95	High LD	2
R07B7.2a.2	STR_24584	STR length	0.64	V	12023320	Local eQTL	0.59	0.95	High LD	2
R07B7.2b.1	STR_24584	STR genotype	0.77	V	12023320	Local eQTL	0.71	0.95	High LD	2
R07B7.2b.1	STR_24584	STR length	0.77	V	12023320	Local eQTL	0.71	0.95	High LD	2
R07B7.2c.1	STR_24584	STR genotype	0.93	V	12023320	Local eQTL	0.89	0.95	High LD	2
R07B7.2c.1	STR_24584	STR length	0.93	V	12023320	Local eQTL	0.89	0.95	High LD	2
R07B7.2d.1	STR_24584	STR genotype	0.83	V	12023320	Local eQTL	0.8	0.95	High LD	2
R07B7.2d.1	STR_24584	STR length	0.83	V	12023320	Local eQTL	0.8	0.95	High LD	2
R07C12.1.1	STR_18151	STR genotype	0.54	IV	4259608	Local eQTL	0.53	0.6	Moderate LD	4
R07C12.1.1	STR_18151	STR length	0.57	IV	4259608	Local eQTL	0.54	0.58	Moderate LD	2
R07C12.2	STR_18151	STR genotype	0.83	IV	4259608	Local eQTL	0.82	0.6	Moderate LD	4
R07C12.2	STR_18151	STR length	0.89	IV	4259608	Local eQTL	0.82	0.58	Moderate LD	2
R07C12.4	STR_18151	STR genotype	0.69	IV	4259608	Local eQTL	0.68	0.6	Moderate LD	4
R07C12.4	STR_18151	STR length	0.73	IV	4259608	Local eQTL	0.68	0.58	Moderate LD	2
R07C3.12	STR_5970	STR genotype	0.2	II	913447	Local eQTL	0.21	0.96	High LD	2
R07C3.12	STR_6258	STR length	0.18	II	913447	Local eQTL	0.23	0.05	Low LD	2
R07C3.2a.1	STR_6001	STR genotype	0.33	II	935213	Local eQTL	0.38	0.69	Moderate LD	2
R07C3.2a.1	STR_6001	STR length	0.35	II	935213	Local eQTL	0.4	0.64	Moderate LD	2
R07C3.2b.1	STR_6001	STR genotype	0.23	II	935213	Local eQTL	0.3	0.69	Moderate LD	2
R07C3.2b.1	STR_6001	STR length	0.23	II	935213	Local eQTL	0.3	0.64	Moderate LD	2
R07C3.4.1	STR_6001	STR genotype	0.21	II	1174255	Local eQTL	0.21	0.83	High LD	2
R07C3.4.1	STR_6001	STR length	0.2	II	1174255	Local eQTL	0.22	0.65	Moderate LD	2
R07E5.5.1	STR_12753	STR genotype	0.33	III	3955608	Local eQTL	0.32	0.94	High LD	2
R07E5.5.1	STR_12753	STR length	0.33	III	3955608	Local eQTL	0.32	0.94	High LD	2
R07E5.6.1	STR_12631	STR genotype	0.28	III	4356506	Local eQTL	0.34	0.77	High LD	2
R07E5.6.1	STR_12915	STR length	0.04	III	4356506	Local eQTL	0.32	0.17	Low LD	5
R08C7.10c.1	STR_18282	STR genotype	0.6	IV	4441885	Local eQTL	0.62	0.74	High LD	3
R08C7.10c.1	STR_18282	STR length	0.3	IV	4441885	Local eQTL	0.62	0.74	High LD	3
R08C7.2a.1	STR_18435	STR genotype	0.05	IV	4430374	Local eQTL	0.21	0.07	Low LD	3
R08C7.2a.1	STR_18432	STR length	0.15	IV	4430374	Local eQTL	0.22	0.36	Moderate LD	2
R08D7.4a.1	STR_13790	STR genotype	0.22	III	8767221	Local eQTL	0.57	0.26	Low LD	3
R08D7.4a.1	STR_13753	STR length	0.54	III	8767221	Local eQTL	0.56	0.97	High LD	2
R08D7.4a.2	STR_13790	STR genotype	0.64	III	8920680	Local eQTL	0.73	0.94	High LD	3
R08D7.4a.2	STR_13855	STR length	0.61	III	8920680	Local eQTL	0.74	0.83	High LD	2
R08E3.1a.1	STR_28813	STR genotype	0.68	X	4829871	Local eQTL	0.84	1	High LD	3
R08E3.1a.1	STR_28813	STR length	0.27	X	4829871	Local eQTL	0.82	0.88	High LD	3
R08E3.1a.2	STR_28813	STR genotype	0.72	X	4829871	Local eQTL	0.88	1	High LD	3
R08E3.1a.2	STR_28813	STR length	0.28	X	4829871	Local eQTL	0.87	0.88	High LD	3
R08E3.1b.1	STR_28813	STR genotype	0.71	X	4829871	Local eQTL	0.89	1	High LD	3
R08E3.1b.1	STR_28813	STR length	0.3	X	4829871	Local eQTL	0.86	0.88	High LD	3
R08E5.1a.1	STR_22980	STR genotype	0.17	V	3764727	Local eQTL	0.2	0.71	High LD	2
R08E5.1a.1	STR_22980	STR length	0.18	V	3764727	Local eQTL	0.22	0.74	High LD	2
R08E5.1b.1	STR_22995	STR genotype	0.36	V	3764727	Local eQTL	0.43	0.86	High LD	2
R08E5.1b.1	STR_22980	STR length	0.38	V	3764727	Local eQTL	0.43	0.74	High LD	2
R08E5.1b.2	STR_22980	STR genotype	0.37	V	3764727	Local eQTL	0.4	0.71	High LD	2
R08E5.1b.2	STR_22980	STR length	0.4	V	3764727	Local eQTL	0.42	0.74	High LD	2
R08E5.2.2	STR_22855	STR genotype	0.25	V	3800467	Local eQTL	0.22	0.36	Moderate LD	2
R08E5.2.2	STR_22855	STR length	0.25	V	3800467	Local eQTL	0.22	0.36	Moderate LD	2
